styleid,Url,len_Fabulyst,len_Myntra,correct?,analysis
2109563,http://myntra.myntassets.com/assets/images/2109563/2017/9/7/11504766674595-Anaisa-Pink-Rayon-Long-Kurta-5441504766674468-1.jpg,Calf Length,Knee Length,FALSE,TN
2509589,http://myntra.myntassets.com/assets/images/2509589/2018/2/21/11519211885094-Pannkh-Women-Beige--Yellow-Printed-A-Line-Kurta-9151519211884946-1.jpg,Calf Length,Calf Length,TRUE,
1773189,http://myntra.myntassets.com/assets/images/1773189/2017/3/31/11490946882370-AURELIA-Women-Navy-Blue-Woven-Straight-Kurta-6291490946882150-1.jpg,Above Knee,Above Knee,TRUE,
2451830,http://myntra.myntassets.com/assets/images/2451830/2018/2/19/11519018257098-CAFE-PINK-7611519018256918-1.jpg,Calf Length,Calf Length,TRUE,
2508987,http://myntra.myntassets.com/assets/images/2508987/2018/2/22/11519301430905-RARE-ROOTS-Women-Blue-Kurti-7771519301430713-1.jpg,Knee Length,Knee Length,TRUE,
2229699,http://myntra.myntassets.com/assets/images/2229699/2017/11/7/11510042426965-INDYA-Women-Kurtas-131510042426817-1.jpg,Ankle Length,Ankle Length,TRUE,
2470823,http://myntra.myntassets.com/assets/images/2470823/2018/2/15/11518695759464-Rain--Rainbow-Women-Black--White-Printed-A-Line-Kurta-4541518695759210-1.jpg,Calf Length,Calf Length,TRUE,
559083,http://myntra.myntassets.com/images/style/properties/Chhabra-555-Women-Kurtas_de47b749028da0974ebaafc66b730f0d_images.jpg,Knee Length,Knee Length,TRUE,
1590585,http://myntra.myntassets.com/assets/images/1590585/2016/10/17/11476696951842-Ira-Soleil-Women-Kurtis-7591476696951579-1.jpg,Above Knee,Knee Length,FALSE,FN
2339795,http://myntra.myntassets.com/assets/images/2339795/2017/12/14/11513230055940-NA-621513230055855-1.jpg,Ankle Length,Ankle Length,TRUE,
1512849,http://myntra.myntassets.com/assets/images/1512849/2016/11/8/11478601195908-JAYPORE-Women-Black-Silk-Printed-Anarkali-Kurta-6991478601195537-1.jpg,Above Knee,Knee Length,FALSE,FN
1897496,http://myntra.myntassets.com/assets/images/1897496/2017/5/10/11494416869423-Vishudh-Mustard-Polyester-A-Line-Kurtas-5551494416869281-1.jpg,Ankle Length,Calf Length,FALSE,TN
1740892,http://myntra.myntassets.com/assets/images/1740892/2017/5/3/11493795201583-All-About-You-Women-Pink--Maroon-Printed-A-Line-Kurta-1771493795201449-1.jpg,Calf Length,Calf Length,TRUE,
1735583,http://myntra.myntassets.com/assets/images/1735583/2017/1/23/11485166536501-Vaamsi-Women-Kurtas-7181485166536391-1.jpg,Knee Length,Knee Length,TRUE,
2389771,http://myntra.myntassets.com/assets/images/2389771/2018/1/19/11516360586494-Jaipur-Kurti-Women-White--Orange-Printed-A-Line-Kurta-4101516360586325-1.jpg,Calf Length,Knee Length,FALSE,TN
2437669,http://myntra.myntassets.com/assets/images/diy/2018/1/24/b152ec0a-9803-4338-940a-1fc2197ec63cdefault.jpg,Ankle Length,Calf Length,FALSE,OOS
2367776,http://myntra.myntassets.com/assets/images/2367776/2018/1/16/11516082846701-Fabindia-Women-White-Woven-Design-Straight-Kurta-4261516082846629-1.jpg,Calf Length,Knee Length,FALSE,TN
2501378,http://myntra.myntassets.com/assets/images/2501378/2018/2/20/11519103737719-na-6671519103737500-1.jpg,Calf Length,Calf Length,TRUE,
2348281,http://myntra.myntassets.com/assets/images/2348281/2017/12/18/11513595564562-NA-2241513595564410-1.jpg,Above Knee,Ankle Length,FALSE,FN
1775973,http://myntra.myntassets.com/assets/images/1775973/2017/4/4/11491307693599-Anouk-Women-Pink-Printed-A-Line-Kurta-7781491307693409-1.jpg,Knee Length,Above Knee,FALSE,FN
2228693,http://myntra.myntassets.com/assets/images/2228693/2017/11/7/11510035384462-Varanga-Peach-Cotton-Printed-Kurta-VAR21041_REE91-7201510035384323-1.jpg,Calf Length,Calf Length,TRUE,
1780435,http://myntra.myntassets.com/assets/images/1780435/2017/4/3/11491209400914-IMARA-Women-Off-white-Printed-A-Line-Kurta-5181491209400711-1.jpg,Calf Length,Calf Length,TRUE,
2484641,http://myntra.myntassets.com/assets/images/2484641/2018/2/23/11519383312321-Anahi-Women-Blue-Printed-A-Line-Kurta-981519383312190-1.jpg,Calf Length,Knee Length,FALSE,FN
2484537,http://myntra.myntassets.com/assets/images/2484537/2018/2/24/11519455446725-Karigari-Women-Kurtas-9781519455446587-1.jpg,Knee Length,Above Knee,FALSE,TN
2266160,http://myntra.myntassets.com/assets/images/2266160/2017/11/21/11511257922208-naac-5241511257922060-1.jpg,Ankle Length,Ankle Length,TRUE,
1780371,http://myntra.myntassets.com/assets/images/1780371/2017/2/27/11488176136115-Ira-Soleil-Women-Kurtas-3511488176135856-1.jpg,Above Knee,Above Knee,TRUE,
2154989,http://myntra.myntassets.com/assets/images/2154989/2017/9/28/11506577886968-Alom-Women-Blue-Printed-Straight-Kurta-1721506577886676-1.jpg,Calf Length,Calf Length,TRUE,
1549180,http://myntra.myntassets.com/assets/images/1549180/2017/3/17/11489745892039-Anouk-Women-Beige-Printed-A-Line-Sheer-Kurta-6081489745891793-1.jpg,Above Knee,Above Knee,TRUE,
2455939,http://myntra.myntassets.com/assets/images/2455939/2018/2/6/11517915327048-Azira-Women-Kurtas-7191517915326798-1.jpg,Calf Length,Calf Length,TRUE,
1804991,http://myntra.myntassets.com/assets/images/1804991/2017/3/15/11489566606247-AgrohA-Women-Blue-Printed-Straight-Kurta-8071489566606055-1.jpg,Calf Length,Knee Length,FALSE,FN
1742759,http://myntra.myntassets.com/assets/images/1742759/2017/3/2/11488455081932-RANGMANCH-BY-PANTALOONS-Women-Beige-Printed-A-Line-Kurta-3321488455081784-1.jpg,Knee Length,Knee Length,TRUE,
2435342,http://myntra.myntassets.com/assets/images/2435342/2018/1/31/11517381388170-na-3901517381388113-1.jpg,Calf Length,Calf Length,TRUE,
2399916,http://myntra.myntassets.com/assets/images/2399916/2018/2/16/11518759086701-AURELIA-Women-Kurtas-1911518759086495-1.jpg,Calf Length,Calf Length,TRUE,
2485325,http://myntra.myntassets.com/assets/images/2485325/2018/2/14/11518589238239-Saadgi-Grey-and-Red-Printed-Rayon-Anarkali-Casual-Kurta-6641518589238037-1.jpg,Knee Length,Calf Length,FALSE,TN
2247484,http://myntra.myntassets.com/assets/images/2247484/2017/11/14/11510658128905-Ives-Women-White--Blue-Printed-Straight-Kurta-4721510658128707-1.jpg,Knee Length,Knee Length,TRUE,
1229497,http://myntra.myntassets.com/assets/images/1229497/2016/2/19/11455875379066-Pehraan-Women-Kurtas-6201455875378594-1.jpg,Above Knee,Above Knee,TRUE,
2419799,http://myntra.myntassets.com/assets/images/2419799/2018/2/22/11519294388046-Moda-Rapido-Women-Kurtas-3811519294387891-1.jpg,Calf Length,Calf Length,TRUE,
2427545,http://myntra.myntassets.com/assets/images/2427545/2018/1/29/11517207066125-na-3701517207066027-1.jpg,Knee Length,Knee Length,TRUE,
2363667,http://myntra.myntassets.com/assets/images/2363667/2018/1/8/11515394174012-W-Women-Black--Off-White-Printed-Straight-Kurta-6431515394173865-1.jpg,Above Knee,Above Knee,TRUE,
2478382,http://myntra.myntassets.com/assets/images/2478382/2018/2/12/11518420331115-na-3401518420330928-1.jpg,Knee Length,Knee Length,TRUE,
1629477,http://myntra.myntassets.com/assets/images/1629477/2016/11/9/11478690622513-Libas-Women-Kurtas-4461478690622279-1.jpg,Calf Length,Knee Length,FALSE,TN
2485839,http://myntra.myntassets.com/assets/images/2485839/2018/2/14/11518589115631-na-1911518589115448-1.jpg,Knee Length,Knee Length,TRUE,
1229479,http://myntra.myntassets.com/assets/images/1229479/2016/2/19/11455873628367-Pehraan-Women-Kurtas-561455873627978-1.jpg,Knee Length,Calf Length,FALSE,FN
2258698,http://myntra.myntassets.com/assets/images/2258698/2017/11/20/11511155775208-na-9871511155775043-1.jpg,Calf Length,Knee Length,FALSE,FN
2337589,http://myntra.myntassets.com/assets/images/2337589/2017/12/15/11513314364884-Juniper-Red-Chanderi-Gold-Printed-Double-Layered-Long-Kurta-7321513314364735-1.jpg,Calf Length,Ankle Length,FALSE,FN
1209686,http://myntra.myntassets.com/assets/images/1209686/2016/2/9/11455002187565-Kurtis-by-Menka-Women-Kurtas-4241455002187207-1.jpg,Calf Length,Calf Length,TRUE,
2366616,http://myntra.myntassets.com/assets/images/2366616/2018/1/8/11515403406713-shree-women-olive-green--yellow-printed-A-line-kurta-521515403406474-1.jpg,Ankle Length,Calf Length,FALSE,TN
2485497,http://myntra.myntassets.com/assets/images/2485497/2018/2/14/11518590085269-Varanga-Multicolor-Cotton-Printed-Kurta-SS16VARAMA11040_RE-5731518590085060-1.jpg,Ankle Length,Knee Length,FALSE,TN
2344454,http://myntra.myntassets.com/assets/images/2344454/2017/12/16/11513412997067-na-9051513412996939-1.jpg,Knee Length,Knee Length,TRUE,
2413423,http://myntra.myntassets.com/assets/images/2413423/2018/1/19/11516341243010-Round-Neck-Short-Sleeves-Printed-Kurta-9721516341242932-1.jpg,Above Knee,Knee Length,FALSE,TN
1511820,http://myntra.myntassets.com/assets/images/1511820/2016/9/23/11474619774947-Biba-Women-Off-white-Printed-Straight-Kurta-4431474619774664-1.jpg,Calf Length,Knee Length,FALSE,TN
670279,http://myntra.myntassets.com/images/style/properties/Kashish-Lifestyle-Women-Kurtis_941b1f7a01c4e9f4c540acb566856a2c_images.jpg,Calf Length,#N/A,#N/A,FN
2355048,http://myntra.myntassets.com/assets/images/2355048/2017/12/20/11513762860489-Round-Neck-Half-N-Half-Printed-Kurta-With-Short-Sleeves-6661513762860464-1.jpg,Knee Length,Knee Length,TRUE,
1702289,http://myntra.myntassets.com/assets/images/1702289/2016/12/26/11482733991224-Kurtis-by-Menka-Women-Kurtas-5271482733990984-1.jpg,Calf Length,Calf Length,TRUE,
2147135,http://myntra.myntassets.com/assets/images/2147135/2017/9/28/11506602481937-Libas-Women-Mustard-Solid-A-Line-Kurta-1871506602481709-1.jpg,Calf Length,Calf Length,TRUE,
2467344,http://myntra.myntassets.com/assets/images/2467344/2018/2/8/11518076256190-na-3021518076256007-1.jpg,Calf Length,Calf Length,TRUE,
2477275,http://myntra.myntassets.com/assets/images/2477275/2018/2/22/11519301689970-Libas-Women-Black--Taupe-Printed-A-Line-Kurta-4421519301689785-1.jpg,Calf Length,Calf Length,TRUE,
2489460,http://myntra.myntassets.com/assets/images/2489460/2018/2/23/11519378896988-Fabindia-Women-Kurtas-5461519378896846-1.jpg,Calf Length,Calf Length,TRUE,
1472069,http://myntra.myntassets.com/assets/images/1472069/2016/8/24/11472040082454-GERUA-Black-Printed-Kurta-2771472040082285-1.jpg,Calf Length,Calf Length,TRUE,
1936999,http://myntra.myntassets.com/assets/images/1936999/2017/5/31/11496223534205-SASSAFRAS-Women-Navy-Blue--Mustard-Solid-A-Line-Kurta-1931496223534009-1.jpg,Ankle Length,Ankle Length,TRUE,
2508715,http://myntra.myntassets.com/assets/images/2508715/2018/2/22/11519281343397-na-7511519281343213-1.jpg,Calf Length,Calf Length,TRUE,
2215319,http://myntra.myntassets.com/assets/images/2215319/2017/10/31/11509431008952-a-6651509431008727-1.jpg,Calf Length,Knee Length,FALSE,TN
2363639,http://myntra.myntassets.com/assets/images/2363639/2018/1/8/11515393655053-W-Women-Cream-Coloured-Printed-Straight-Kurta-2861515393655068-1.jpg,Calf Length,Calf Length,TRUE,
2266848,http://myntra.myntassets.com/assets/images/2266848/2017/12/20/11513769436794-aLL-Women-Dresses-2461513769436679-1.jpg,Knee Length,Knee Length,TRUE,
1839253,http://myntra.myntassets.com/assets/images/1839253/2017/4/10/11491803352769-Desi-Fusion-Pink--Black-Colourblocked-High-Low-Kurta-3181491803352572-1.jpg,Calf Length,Calf Length,TRUE,
1681449,http://myntra.myntassets.com/assets/images/1681449/2017/1/27/11485517493828-Anouk-Women-Maroon-Printed-Straight-Kurta-5251485517493671-1.jpg,Knee Length,Knee Length,TRUE,
1778245,http://myntra.myntassets.com/assets/images/1778245/2017/9/11/11505135203251-RANGMANCH-BY-PANTALOONS-Women-Off-White-Printed-A-Line-Kurta-9591505135203012-1.jpg,Calf Length,Knee Length,FALSE,FN
2265098,http://myntra.myntassets.com/assets/images/2265098/2017/11/20/11511179689907-NA-7391511179689701-1.jpg,Calf Length,Calf Length,TRUE,
2455942,http://myntra.myntassets.com/assets/images/2455942/2018/2/6/11517915353479-Azira-Women-Kurtas-4181517915353304-1.jpg,Calf Length,Calf Length,TRUE,
1835698,http://myntra.myntassets.com/assets/images/1835698/2017/4/3/11491211910346-Kurtis-by-Menka-Women-Kurtas-8221491211910182-1.jpg,Calf Length,Calf Length,TRUE,
2360265,http://myntra.myntassets.com/assets/images/2360265/2017/12/22/11513927168471-na-5491513927168371-1.jpg,Calf Length,Calf Length,TRUE,
2267426,http://myntra.myntassets.com/assets/images/2267426/2017/11/21/11511268123878-Pannkh-Women-Kurtas-5291511268123682-1.jpg,Calf Length,Calf Length,TRUE,
132756,http://myntra.myntassets.com/images/style/properties/Keona-Women-Kurtas_5ee2c58682a887e558354305973e8151_images.jpg,Above Knee,Knee Length,FALSE,FN
1862975,http://myntra.myntassets.com/assets/images/1862975/2017/4/20/11492688946496-Vishudh-Women-Kurtas-3841492688946213-1.jpg,Calf Length,Calf Length,TRUE,
960488,http://myntra.myntassets.com/image/style/properties/960488/Biba-Purple-Bandhani-Print-Kurta_1_6a693c46e18103f6ed5b2e12f69558cf.jpg,Knee Length,Calf Length,FALSE,FN
2165652,http://myntra.myntassets.com/assets/images/2165652/2017/10/6/11507278612650-Aaboli-Women-Orange-Solid-Straight-Kurta-2931507278612433-1.jpg,Knee Length,Knee Length,TRUE,
1055999,http://myntra.myntassets.com/assets/images/1055999/2015/11/3/11446535880300-Bitterlime-Women-Kurtas-6281446535879609-1.jpg,Above Knee,#N/A,#N/A,FN
2168793,http://myntra.myntassets.com/assets/images/2168793/2017/10/11/11507716568234-Varanga-Women-Green-Embroidered-Straight-Kurta-7701507716568026-1.jpg,Calf Length,Calf Length,TRUE,
2373086,http://myntra.myntassets.com/assets/images/2373086/2018/1/2/11514880173415-Chhipa-Prints-Women-White--Blue-Printed-A-Line-Kurta-4621514880173312-1.jpg,Ankle Length,Above Knee,FALSE,FN
1604781,http://myntra.myntassets.com/assets/images/1604781/2016/10/21/11477041155346-Vishudh-Women-Kurtas-7381477041155156-1.jpg,Calf Length,Calf Length,TRUE,
2355426,http://myntra.myntassets.com/assets/images/2355426/2018/2/14/11518585933335-IMARA-Women-Maroon-Solid-A-Line-Kurta-8461518585933238-1.jpg,Above Knee,Knee Length,FALSE,FN
2448864,http://myntra.myntassets.com/assets/images/2448864/2018/2/7/11517997597787-White--Yellow-Printed-Sleeveless-Kurta-8541517997597539-1.jpg,Knee Length,Calf Length,FALSE,FN
1947544,http://myntra.myntassets.com/assets/images/1947544/2017/6/6/11496726352507-Sera-Women-Kurtas-7601496726352342-1.jpg,Knee Length,Knee Length,TRUE,
2307676,http://myntra.myntassets.com/assets/images/2307676/2017/12/4/11512390206630-na-3341512390206509-1.jpg,Calf Length,Calf Length,TRUE,
2491784,http://myntra.myntassets.com/assets/images/2491784/2018/2/15/11518681376127-Kvsfab-Blue-Demium-Kurta-6331518681375958-1.jpg,Knee Length,Knee Length,TRUE,
2508890,http://myntra.myntassets.com/assets/images/2508890/2018/2/22/11519295999730-na-1531519295999478-1.jpg,Calf Length,Calf Length,TRUE,
2398364,http://myntra.myntassets.com/assets/images/2398364/2018/1/16/11516086647297-Vaamsi-Women-Brown--Black-Printed-A-Line-Kurta-4171516086647228-1.jpg,Calf Length,Calf Length,TRUE,
2415730,http://myntra.myntassets.com/assets/images/2415730/2018/2/15/11518682431177-RANGMANCH-BY-PANTALOONS-Women-White--Blue-Printed-Straight-Kurta-8321518682431077-1.jpg,Calf Length,Knee Length,FALSE,TN
1249636,http://myntra.myntassets.com/assets/images/1249636/2016/6/30/11467274951488-Libas-Multicoloured-Printed-Satin-Kurta-3781467274951177-1.jpg,Above Knee,Knee Length,FALSE,FN
2512738,http://myntra.myntassets.com/assets/images/2512738/2018/2/22/11519278578450-na-6641519278578294-1.jpg,Ankle Length,Ankle Length,TRUE,
2398368,http://myntra.myntassets.com/assets/images/2398368/2018/1/16/11516084550847-Vaamsi-Women-Pink--Navy-Blue-Printed-A-Line-Kurta-1601516084550704-1.jpg,Calf Length,Calf Length,TRUE,
1522001,http://myntra.myntassets.com/assets/images/1522001/2016/9/29/11475144411468-IndusDiva-Women-Peach-Solid-Kaftan-Kurta-8911475144411327-1.jpg,Knee Length,Calf Length,FALSE,FN
1791184,http://myntra.myntassets.com/assets/images/1791184/2017/3/6/11488781484967-Alom-Women-Kurtas-7651488781484630-1.jpg,Calf Length,Calf Length,TRUE,
2437651,http://myntra.myntassets.com/assets/images/diy/2018/1/24/8197eb55-bce8-4af9-9736-d23dc757d0b3default.jpg,Above Knee,Above Knee,TRUE,
2382499,http://myntra.myntassets.com/assets/images/2382499/2018/1/11/11515655505435-AKS-Women-Blue--Off-White-Ethnic-Print-Straight-Kurta-2871515655505323-1.jpg,Knee Length,Knee Length,TRUE,
2399790,http://myntra.myntassets.com/assets/images/2399790/2018/2/22/11519285109681-AURELIA-Women-Kurtas-4541519285109498-1.jpg,Calf Length,Calf Length,TRUE,
1164850,http://myntra.myntassets.com/assets/images/1164850/2016/1/22/11453468755696-Rain--Rainbow-Green--Blue-Printed-Sheer-Kurta-5861453468755237-1.jpg,Calf Length,Calf Length,TRUE,
1975727,http://myntra.myntassets.com/assets/images/1975727/2017/11/4/11509770141859-all-about-you-from-Deepika-Padukone-Women-Black-Self-Design-Sheath-Dress-8901509770141596-1.jpg,Above Knee,Above Knee,TRUE,
479732,http://myntra.myntassets.com/images/style/properties/Aaboli-Women-Kurtas_cc2a5504a14c8dfa0bd4e0df050bb80e_images.jpg,Above Knee,#N/A,#N/A,FN
2266193,http://myntra.myntassets.com/assets/images/2266193/2017/11/21/11511258009234-na-41511258009106-1.jpg,Calf Length,Knee Length,FALSE,FN
2145969,http://myntra.myntassets.com/assets/images/2145969/2017/10/30/11509345683073-Fabindia-Women-Kurtas-2931509345682920-1.jpg,Knee Length,Knee Length,TRUE,
1193969,http://myntra.myntassets.com/assets/images/1193969/2016/7/22/11469172486359-Anouk-Yellow--White-Printed-Kurta-4691469172486049-1.jpg,Knee Length,Knee Length,TRUE,
2268532,https://www.dropbox.com/s/4ztjicfumi2kvie/OJ420%20%281%29.jpg?dl=1,Calf Length,Calf Length,TRUE,
2471666,http://myntra.myntassets.com/assets/images/2471666/2018/2/26/11519644900959-Tulsattva-Women-Kurtas-9631519644900764-1.jpg,Calf Length,Ankle Length,FALSE,FN
2592947,http://myntra.myntassets.com/assets/images/2592947/2018/3/1/11519899863291-ZIYAA-Women-Blue-Printed-Straight-Kurta-7391519899863153-1.jpg,Calf Length,Knee Length,FALSE,FN
2383436,http://myntra.myntassets.com/assets/images/2383436/2018/1/8/11515400880711-Ishin-White-Art-Silk-EmbellishedEmbroidered-Straight-A-line-Trendy-Womens-Kurta-4411515400880610-1.jpg,Knee Length,Calf Length,FALSE,TN
2342396,http://myntra.myntassets.com/assets/images/2342396/2017/12/15/11513327092995-Varanga-Blue-Printed-Kurta-VAR118178-1971513327092832-1.jpg,Calf Length,Calf Length,TRUE,
1910948,http://myntra.myntassets.com/assets/images/1910948/2017/5/19/11495184993646-Be-Indi-Women-Blue-Printed-Straight-Kurta-7761495184993219-1.jpg,Above Knee,Knee Length,FALSE,TN
2608581,http://myntra.myntassets.com/assets/images/diy/2018/2/23/066fbfd3-9f2b-480d-aac4-cbfdae0858cfdefault.jpg,Above Knee,Above Knee,TRUE,
2463732,http://myntra.myntassets.com/assets/images/2463732/2018/2/22/11519301542823-AKS-Women-Blue--Off-White-Printed-A-Line-Kurta-5001519301542639-1.jpg,Calf Length,Calf Length,TRUE,
975205,http://myntra.myntassets.com/image/style/properties/975205/Elife-Blue-Bandhani-Print-A-Line-Kurta_1_9774e1f2bb21dc6fbf5147bf88c62d14.jpg,Above Knee,Knee Length,FALSE,TN
1328764,http://myntra.myntassets.com/assets/images/1328764/2016/5/6/11462534936663-Global-Desi-Navy-Kurta-8921462534936465-1.jpg,Knee Length,#N/A,#N/A,FN
2471673,http://myntra.myntassets.com/assets/images/2471673/2018/2/26/11519640042839-Tulsattva-Women-Kurtas-8431519640042625-1.jpg,Ankle Length,Calf Length,FALSE,FN
2401983,http://myntra.myntassets.com/assets/images/2401983/2018/1/30/11517291697153-Jashn-Women-Orange--Mustard-Printed-Straight-Kurta-1371517291697018-1.jpg,Calf Length,Knee Length,FALSE,FN
2286390,http://myntra.myntassets.com/assets/images/2286390/2017/12/6/11512556057494-Aum-Women-Pink-Printed-Straight-Kurta-5841512556057326-1.jpg,Knee Length,Knee Length,TRUE,
2509598,http://myntra.myntassets.com/assets/images/2509598/2018/2/21/11519211920673-Pannkh-Women-Red--Beige-Printed-Anarkali-Kurta-1041519211920442-1.jpg,Calf Length,Calf Length,TRUE,
2527518,http://myntra.myntassets.com/assets/images/2527518/2018/2/27/11519721548484-na-1801519721548287-1.jpg,Knee Length,Knee Length,TRUE,
2363683,http://myntra.myntassets.com/assets/images/2363683/2018/1/8/11515395407874-W-Women-Beige-Solid-Straight-Kurta-5161515395407790-1.jpg,Knee Length,Calf Length,FALSE,FN
2355127,http://myntra.myntassets.com/assets/images/2355127/2017/12/20/11513763236233-Sangria-Women-White-Printed-Straight-Kurta-2681513763236127-1.jpg,Calf Length,Calf Length,TRUE,
2388967,http://myntra.myntassets.com/assets/images/2388967/2018/1/12/11515749310087-Libas-Women-Beige--Black-Printed-Straight-Kurta-5571515749309945-1.jpg,Calf Length,Calf Length,TRUE,
2392278,http://myntra.myntassets.com/assets/images/2392278/2018/1/16/11516077934509-Shree-Women-Navy-Blue-Printed-A-Line-Kurta-4541516077934383-1.jpg,Knee Length,Above Knee,FALSE,FN
2305637,http://myntra.myntassets.com/assets/images/2305637/2017/12/9/11512824298985-SASSAFRAS-Women-Red-Printed-A-Line-Kurta-5451512824298754-1.jpg,Calf Length,Calf Length,TRUE,
1566682,http://myntra.myntassets.com/assets/images/1566682/2016/9/27/11474979433573-Nayo-Women-Kurtas-2401474979433493-1.jpg,Knee Length,Above Knee,FALSE,FN
2437680,http://myntra.myntassets.com/assets/images/diy/2018/1/24/a599c280-52be-4ed5-9114-ae3fedcc474edefault.jpg,Ankle Length,Calf Length,FALSE,OOS
2082375,http://myntra.myntassets.com/assets/images/2082375/2017/8/28/11503923743601-AKS-Green-Bandhini-Print-Anarkali-Kurta-8881503923743477-1.jpg,Calf Length,Calf Length,TRUE,
2438129,http://myntra.myntassets.com/assets/images/2438129/2018/1/30/11517311561697-NA-3951517311561594-1.jpg,Calf Length,Calf Length,TRUE,
1606507,http://myntra.myntassets.com/assets/images/1606507/2016/10/24/11477289993748-Faballey-Indya-Women-Kurtas-8051477289993475-1.jpg,Calf Length,Calf Length,TRUE,
2466634,http://myntra.myntassets.com/assets/images/2466634/2018/2/8/11518080401264-Juniper-Multicolored-Cotton-Printed-Straight-Kurta-3721518080401075-1.jpg,Above Knee,Knee Length,FALSE,FN
2508979,http://myntra.myntassets.com/assets/images/2508979/2018/2/22/11519299692498-na-5201519299692265-1.jpg,Calf Length,Calf Length,TRUE,
2402660,http://myntra.myntassets.com/assets/images/2402660/2018/1/31/11517401793766-W-Women-Blue--Fluorescent-Green-Printed-A-Line-Kurta-4091517401793644-1.jpg,Calf Length,Calf Length,TRUE,
2145971,http://myntra.myntassets.com/assets/images/2145971/2017/10/26/11509023527575-Fabindia-Women-Navy-Blue-Solid-Straight-Kurta-231509023527467-1.jpg,Knee Length,Knee Length,TRUE,
1308529,http://myntra.myntassets.com/assets/images/1308529/2016/4/28/11461825888113-Aurelia-Blue-Woven-Design-Kurta-1801461825886927-1.jpg,Calf Length,Knee Length,FALSE,TN
419531,http://myntra.myntassets.com/images/style/properties/Shakumbhari-Women-Kurtas_ef34bbf4d17d62360154f1566389b866_images.jpg,Calf Length,#N/A,#N/A,FN
1589299,http://myntra.myntassets.com/assets/images/1589299/2016/11/14/11479110341305-JAYPORE-Women-Blue-Printed-Straight-Kurta-6971479110341071-1.jpg,Calf Length,Calf Length,TRUE,
2428089,http://myntra.myntassets.com/assets/images/2428089/2018/2/7/11517982797446-INDIGO-6051517982797242-1.jpg,Calf Length,Calf Length,TRUE,
2485928,http://myntra.myntassets.com/assets/images/2485928/2018/2/14/11518590702086-na-9121518590701920-1.jpg,Calf Length,Calf Length,TRUE,
2343649,http://myntra.myntassets.com/assets/images/2343649/2017/12/15/11513320285643-NA-871513320285458-1.jpg,Calf Length,Calf Length,TRUE,
2512733,http://myntra.myntassets.com/assets/images/2512733/2018/2/22/11519278555798-na-9611519278555518-1.jpg,Ankle Length,Calf Length,FALSE,TN
1355677,http://myntra.myntassets.com/assets/images/1355677/2016/6/15/11465988809998-Fusion-Beats-Pink-Printed-Polyester-Kurta-3461465988809818-1.jpg,Knee Length,Above Knee,FALSE,FN
2280253,http://myntra.myntassets.com/assets/images/2280253/2017/12/7/11512631098884-DISPLAY-NAME-MISSING-3121512631098802-1.jpg,Knee Length,Above Knee,FALSE,FN
2253367,http://myntra.myntassets.com/assets/images/2253367/2017/11/16/11510819038019-na-3791510819037797-1.jpg,Calf Length,Knee Length,FALSE,FN
2135503,http://myntra.myntassets.com/assets/images/2135503/2017/11/21/11511261317084-Anouk-Women-Green-Yoke-Design-A-Line-Kurta-6751511261316937-1.jpg,Ankle Length,Knee Length,FALSE,FN
2440130,http://myntra.myntassets.com/assets/images/2440130/2018/1/31/11517389033148-Womens-Kurtas-1171517389033017-1.jpg,Ankle Length,Calf Length,FALSE,TN
2240968,http://myntra.myntassets.com/assets/images/2240968/2017/11/21/11511266652168-Nayo-Women-Coffee-Brown-Solid-Anarkali-Kurta-8351511266652017-1.jpg,Ankle Length,Ankle Length,TRUE,
559979,http://myntra.myntassets.com/images/style/properties/Kurtis-Women-Kurtis_bc528fefa7b9830fb40e0eacd68f07cb_images.jpg,Calf Length,#N/A,#N/A,FN
2382476,http://myntra.myntassets.com/assets/images/2382476/2018/1/10/11515584966891-Mint-Green-Chanderi-Silk-Anarkali-With-Brocade-Yoke-2301515584966709-1.jpg,Calf Length,Calf Length,TRUE,
2532071,http://myntra.myntassets.com/assets/images/diy/2018/2/23/065ee821-4f24-4dc3-81fa-606eac534c75default.jpg,Calf Length,Knee Length,FALSE,FN
1055245,http://myntra.myntassets.com/assets/images/1055245/2015/11/2/11446456552153-Libas-Women-Kurtas-4451446456551736-1.jpg,Calf Length,Calf Length,TRUE,
2392314,http://myntra.myntassets.com/assets/images/2392314/2018/1/16/11516078332450-Shree-Women-Beige--Orange-Printed-Straight-Kurta-8961516078332352-1.jpg,Calf Length,Calf Length,TRUE,
1748643,http://myntra.myntassets.com/assets/images/1748643/2017/2/2/11486016568508-Indibelle-Women-Kurtas-1301486016568391-1.jpg,Calf Length,Knee Length,FALSE,FN
1774880,http://myntra.myntassets.com/assets/images/1774880/2017/3/10/11489130270584-Fusion-Beats-Black-Tunic-221489130270395-1.jpg,Calf Length,Calf Length,TRUE,
1681422,http://myntra.myntassets.com/assets/images/1681422/2017/3/22/11490170148888-Anouk-Women-Maroon-Printed-Straight-Kurta-1331490170148633-1.jpg,Above Knee,Knee Length,FALSE,TN
1571311,http://myntra.myntassets.com/assets/images/1571311/2016/9/30/11475233588447-Nayo-Women-Kurtas-4771475233588271-1.jpg,Knee Length,Knee Length,TRUE,
